Timestamp,FromBank,FromAccount,ToAccount,Amount,PaymentType,Suspicious
2025-02-05 4:10,Bank10,Client10,Client25,2112.26,Credit Card,No
2025-02-05 4:10,Bank5,Client22,Client28,1754.49,Wire Transfer,No
2025-02-05 4:10,Bank8,Client13,Client18,1985.03,ACH,No
2025-02-05 4:11,Bank2,Client12,Client8,1360.4,Check,No
2025-02-05 4:11,Bank4,Client29,Client9,1759.41,ACH,No
2025-02-05 4:12,Bank5,Client13,Client5,2324.39,Check,No
2025-02-05 4:15,Bank3,Client29,Client1,1827.6,Check,No
2025-02-05 4:16,Bank6,Client9,Client12,1969.76,Crypto,Yes
2025-02-05 4:16,Bank3,Client33,Client23,2330.55,Wire Transfer,No
2025-02-05 4:19,Bank8,Client15,Client28,2199.79,Wire Transfer,No
2025-02-05 4:19,Bank9,Client21,Client12,2404.78,Wire Transfer,No
2025-02-05 4:20,Bank6,Client21,Client3,2159.84,Wire Transfer,No
2025-02-05 4:22,Bank3,Client14,Client31,1852.84,Wire Transfer,No
2025-02-05 4:23,Bank2,Client1,Client29,2168.05,Crypto,No
2025-02-05 4:24,Bank10,Client26,Client16,2253.92,Credit Card,No
2025-02-05 4:25,Bank4,Client37,Client30,1887.26,Check,No
2025-02-05 4:25,Bank8,Client27,Client36,1584.05,Credit Card,No
2025-02-05 4:25,Bank7,Client13,Client19,1752.36,Credit Card,No
2025-02-05 4:26,Bank2,Client13,Client36,2623.02,ACH,No
2025-02-05 4:26,Bank9,Client21,Client18,1995,Crypto,No
2025-02-05 4:30,Bank6,Client13,Client39,1627.4,Credit Card,No
2025-02-05 4:30,Bank1,Client25,Client14,1248.77,ACH,No
2025-02-05 4:36,Bank4,Client21,Client19,2166.44,Crypto,No
2025-02-05 4:36,Bank1,Client4,Client9,2101.47,Wire Transfer,No
2025-02-05 4:38,Bank5,Client8,Client16,2056.27,Wire Transfer,No
2025-02-05 4:39,Bank7,Client3,Client38,1671.92,Check,No
2025-02-05 4:39,Bank2,Client10,Client5,1992.53,ACH,No
2025-02-05 4:41,Bank7,Client10,Client13,1931.61,Crypto,No
2025-02-05 4:42,Bank6,Client21,Client39,2529.32,Crypto,No
2025-02-05 4:45,Bank2,Client21,Client17,1639.49,Wire Transfer,No
2025-02-05 4:46,Bank9,Client4,Client35,1645.23,Crypto,No
2025-02-05 4:48,Bank5,Client2,Client9,1814.95,ACH,No
2025-02-05 4:49,Bank6,Client14,Client40,2279.42,Check,No
2025-02-05 4:49,Bank9,Client21,Client5,2603.43,Crypto,No
2025-02-05 4:50,Bank4,Client16,Client30,2366.83,Wire Transfer,No
2025-02-05 4:56,Bank10,Client10,Client6,1898.22,Check,No
2025-02-05 5:00,Bank10,Client1,Client39,2096.97,Wire Transfer,No
2025-02-05 5:00,Bank8,Client13,Client37,2262.21,ACH,No
2025-02-05 5:01,Bank1,Client10,Client13,2081.27,Credit Card,No
2025-02-05 5:01,Bank4,Client2,Client4,2181.26,Crypto,No
2025-02-05 5:01,Bank7,Client10,Client26,2590.14,ACH,No
2025-02-05 5:01,Bank7,Client21,Client37,1537.41,Crypto,No
2025-02-05 5:02,Bank3,Client13,Client2,2387.16,Credit Card,No
2025-02-05 5:02,Bank8,Client30,Client10,1560.62,ACH,No
2025-02-05 5:06,Bank8,Client11,Client40,1587.95,Wire Transfer,No
2025-02-05 5:06,Bank6,Client13,Client34,1681.76,Wire Transfer,No
2025-02-05 5:08,Bank7,Client21,Client37,2025.74,Credit Card,No
2025-02-05 5:09,Bank1,Client15,Client40,2219.34,Credit Card,No
2025-02-05 5:09,Bank4,Client22,Client31,1484.27,Crypto,No
2025-02-05 5:10,Bank5,Client6,Client15,1930.7,ACH,No
2025-02-05 5:13,Bank4,Client21,Client38,2372.51,Crypto,No
2025-02-05 5:13,Bank5,Client36,Client25,1774.3,Check,No
2025-02-05 5:14,Bank7,Client21,Client13,1210.71,Credit Card,No
2025-02-05 5:14,Bank10,Client13,Client15,2234.72,ACH,No
2025-02-05 5:16,Bank2,Client17,Client18,1466.85,Check,No
2025-02-05 5:16,Bank2,Client14,Client9,1768.41,Wire Transfer,No
2025-02-05 5:16,Bank6,Client6,Client22,1808.24,Crypto,No
2025-02-05 5:18,Bank7,Client21,Client20,1910.29,Check,No
2025-02-05 5:19,Bank2,Client21,Client18,2515.08,Credit Card,No
2025-02-05 5:21,Bank3,Client32,Client30,2539.6,Wire Transfer,No
2025-02-05 5:22,Bank1,Client4,Client15,1918.73,Wire Transfer,No
2025-02-05 5:22,Bank9,Client13,Client2,1664,ACH,No
2025-02-05 5:24,Bank5,Client36,Client6,2347.45,Check,No
2025-02-05 5:24,Bank8,Client38,Client17,1715.57,ACH,No
2025-02-05 5:27,Bank6,Client13,Client37,1929.37,Wire Transfer,No
2025-02-05 5:27,Bank10,Client10,Client37,1922.36,ACH,No
2025-02-05 5:28,Bank4,Client4,Client24,2459.86,ACH,No
2025-02-05 5:30,Bank10,Client29,Client33,1981.07,Crypto,No
2025-02-05 5:31,Bank6,Client21,Client4,1579.24,ACH,No
2025-02-05 5:32,Bank1,Client13,Client4,1841.01,Credit Card,No
2025-02-05 5:33,Bank4,Client13,Client4,2000.75,ACH,No
2025-02-05 5:34,Bank10,Client1,Client3,2253.15,Credit Card,No
2025-02-05 5:35,Bank8,Client13,Client33,2060.76,Check,No
2025-02-05 5:35,Bank6,Client19,Client33,1947.47,Credit Card,No
2025-02-05 5:36,Bank5,Client12,Client25,2481.06,Wire Transfer,No
2025-02-05 5:37,Bank6,Client34,Client15,2381.18,Crypto,No
2025-02-05 5:40,Bank4,Client3,Client2,2176.81,Credit Card,No
2025-02-05 5:40,Bank8,Client4,Client33,2211.44,Wire Transfer,No
2025-02-05 5:43,Bank10,Client13,Client34,1606.42,Crypto,No
2025-02-05 5:43,Bank3,Client27,Client38,2257.99,ACH,No
2025-02-05 5:44,Bank10,Client38,Client40,1370.91,Check,No
2025-02-05 5:48,Bank6,Client3,Client6,1592.28,Credit Card,No
2025-02-05 5:48,Bank4,Client35,Client15,1799.49,Credit Card,No
2025-02-05 5:49,Bank1,Client35,Client27,1700.71,Check,No
2025-02-05 5:49,Bank3,Client21,Client28,1461.51,ACH,No
2025-02-05 5:50,Bank3,Client12,Client20,1950.46,Check,No
2025-02-05 5:52,Bank3,Client33,Client19,2121.43,Wire Transfer,No
2025-02-05 5:54,Bank7,Client4,Client3,1747.03,ACH,No
2025-02-05 5:55,Bank7,Client13,Client19,2353.7,Wire Transfer,No
2025-02-05 6:00,Bank10,Client4,Client14,2114.54,Crypto,No
2025-02-05 6:01,Bank10,Client13,Client35,2102.31,Crypto,No
2025-02-05 6:01,Bank4,Client36,Client15,1679.62,Crypto,No
2025-02-05 6:02,Bank3,Client10,Client25,2717.31,Crypto,No
2025-02-05 6:02,Bank10,Client34,Client12,1880.66,Crypto,No
2025-02-05 6:07,Bank7,Client11,Client8,1946.26,ACH,No
2025-02-05 6:11,Bank3,Client13,Client31,1806.7,Check,No
2025-02-05 6:13,Bank8,Client4,Client12,2083.11,ACH,No
2025-02-05 6:13,Bank7,Client27,Client31,2331.75,Crypto,No
2025-02-05 6:14,Bank1,Client37,Client18,1650.53,Credit Card,No
2025-02-05 6:17,Bank5,Client10,Client24,1922.27,Crypto,No
2025-02-05 6:20,Bank6,Client13,Client30,1954.91,Check,No
2025-02-05 6:20,Bank7,Client31,Client6,2036.78,Wire Transfer,No
2025-02-05 6:20,Bank6,Client10,Client1,2004.3,ACH,No
2025-02-05 6:20,Bank1,Client16,Client20,2013.06,Check,No
2025-02-05 6:22,Bank2,Client10,Client40,2369.05,Check,No
2025-02-05 6:25,Bank5,Client17,Client15,1602.37,Crypto,No
2025-02-05 6:26,Bank9,Client20,Client39,2209.89,Crypto,No
2025-02-05 6:26,Bank1,Client3,Client40,1449.61,Check,No
2025-02-05 6:30,Bank4,Client21,Client10,1644.22,Wire Transfer,No
2025-02-05 6:31,Bank7,Client8,Client20,2005.91,Wire Transfer,No
2025-02-05 6:33,Bank1,Client34,Client27,2167.1,Credit Card,No
2025-02-05 6:34,Bank10,Client35,Client36,2425.02,Wire Transfer,No
2025-02-05 6:36,Bank9,Client12,Client3,1263.21,Check,Yes
2025-02-05 6:42,Bank7,Client10,Client39,1858.03,Credit Card,No
2025-02-05 6:43,Bank3,Client22,Client38,1646.74,Credit Card,No
2025-02-05 6:45,Bank5,Client21,Client36,1685.83,Check,No
2025-02-05 6:46,Bank2,Client8,Client33,2331.8,Credit Card,No
2025-02-05 6:47,Bank10,Client4,Client3,1388.61,Wire Transfer,No
2025-02-05 6:50,Bank10,Client21,Client10,2038.45,Wire Transfer,No
2025-02-05 6:55,Bank5,Client10,Client14,1801.01,Wire Transfer,No
2025-02-05 6:57,Bank10,Client10,Client5,1845.81,ACH,No
2025-02-05 6:58,Bank3,Client23,Client24,2459.96,ACH,No
2025-02-05 7:04,Bank6,Client10,Client16,1327.65,Wire Transfer,No
2025-02-05 7:07,Bank1,Client13,Client33,2158.24,Credit Card,No
2025-02-05 7:09,Bank9,Client3,Client26,1673.83,ACH,No
2025-02-05 7:10,Bank5,Client10,Client26,2067.43,Wire Transfer,No
2025-02-05 7:13,Bank7,Client22,Client10,1847.74,Credit Card,No
2025-02-05 7:16,Bank10,Client4,Client22,2091.58,Crypto,No
2025-02-05 7:17,Bank8,Client4,Client17,1917.69,ACH,No
2025-02-05 7:20,Bank5,Client10,Client17,1684.39,Wire Transfer,No
2025-02-05 7:21,Bank9,Client24,Client27,1845.97,Crypto,No
2025-02-05 7:22,Bank6,Client3,Client25,2321.56,ACH,No
2025-02-05 7:24,Bank6,Client10,Client19,2301.54,Crypto,No
2025-02-05 7:24,Bank1,Client13,Client30,2654.95,Check,No
2025-02-05 7:27,Bank7,Client31,Client40,2100.1,Crypto,No
2025-02-05 7:30,Bank1,Client37,Client18,1844.44,Credit Card,No
2025-02-05 7:32,Bank4,Client20,Client27,1944.59,Credit Card,No
2025-02-05 7:33,Bank6,Client10,Client20,2305.82,Wire Transfer,No
2025-02-05 7:34,Bank7,Client5,Client2,2345.06,Credit Card,No
2025-02-05 7:34,Bank6,Client13,Client26,1907.83,Wire Transfer,No
2025-02-05 7:34,Bank5,Client13,Client36,1817.99,Crypto,No
2025-02-05 7:35,Bank3,Client13,Client6,1937.75,ACH,No
2025-02-05 7:35,Bank9,Client13,Client40,1944.84,ACH,No
2025-02-05 7:36,Bank8,Client4,Client7,2569.55,ACH,No
2025-02-05 7:36,Bank1,Client12,Client5,1200.6,Credit Card,No
2025-02-05 7:37,Bank2,Client6,Client14,2057.33,ACH,No
2025-02-05 7:38,Bank3,Client24,Client29,2240.74,Check,No
2025-02-05 7:39,Bank7,Client16,Client9,1834.87,ACH,No
2025-02-05 7:40,Bank2,Client35,Client5,1910.98,Check,No
2025-02-05 7:40,Bank3,Client12,Client4,1839.41,Wire Transfer,No
2025-02-05 7:42,Bank10,Client21,Client33,1721.23,Crypto,No
2025-02-05 7:44,Bank2,Client14,Client35,1790.44,Check,No
2025-02-05 7:44,Bank5,Client38,Client21,2007.59,Credit Card,No
2025-02-05 7:44,Bank6,Client21,Client15,2082.37,Check,No
2025-02-05 7:47,Bank9,Client16,Client18,2872.02,Wire Transfer,No
2025-02-05 7:48,Bank1,Client37,Client13,2026.74,Crypto,No
2025-02-05 7:48,Bank7,Client40,Client20,2387.02,Crypto,No
2025-02-05 7:51,Bank2,Client21,Client32,2099.22,ACH,No
2025-02-05 7:55,Bank5,Client40,Client5,1915.93,Credit Card,No
2025-02-05 7:55,Bank8,Client5,Client10,2086.16,Wire Transfer,No
2025-02-05 7:57,Bank4,Client19,Client4,1872.96,Wire Transfer,No
2025-02-05 7:57,Bank2,Client10,Client11,1650.92,Credit Card,No
2025-02-05 7:58,Bank1,Client9,Client3,1917.79,Crypto,Yes
2025-02-05 7:59,Bank2,Client13,Client22,2068.98,Check,No
2025-02-05 8:00,Bank7,Client10,Client13,2106.54,ACH,No
2025-02-05 8:01,Bank5,Client4,Client24,2307.42,ACH,No
2025-02-05 8:03,Bank7,Client21,Client4,1604,Credit Card,No
2025-02-05 8:04,Bank10,Client39,Client12,2003.94,Wire Transfer,No
2025-02-05 8:09,Bank10,Client37,Client14,2286.18,Check,No
2025-02-05 8:15,Bank8,Client21,Client28,2168.73,Crypto,No
2025-02-05 8:16,Bank7,Client17,Client21,2374.26,Wire Transfer,No
2025-02-05 8:18,Bank10,Client4,Client10,2360.01,Wire Transfer,No
2025-02-05 8:19,Bank3,Client21,Client24,1400.77,Wire Transfer,No
2025-02-05 8:20,Bank5,Client40,Client20,1545.89,Wire Transfer,No
2025-02-05 8:21,Bank3,Client21,Client2,2282.88,ACH,No
2025-02-05 8:23,Bank2,Client30,Client6,2218.08,ACH,No
2025-02-05 8:27,Bank7,Client13,Client18,2224.68,Credit Card,No
2025-02-05 8:28,Bank2,Client28,Client13,2432.32,Wire Transfer,No
2025-02-05 8:30,Bank9,Client13,Client16,1680.82,Wire Transfer,No
2025-02-05 8:33,Bank9,Client21,Client28,2192.38,Crypto,No
2025-02-05 8:38,Bank10,Client4,Client21,1622.98,Crypto,No
2025-02-05 8:39,Bank7,Client13,Client35,2104.25,ACH,No
2025-02-05 8:40,Bank2,Client10,Client19,2258.43,Crypto,No
2025-02-05 8:44,Bank3,Client11,Client12,1846.17,Wire Transfer,No
2025-02-05 8:44,Bank2,Client21,Client34,2467.24,Wire Transfer,No
2025-02-05 8:44,Bank6,Client6,Client1,1620.71,Check,No
2025-02-05 8:45,Bank9,Client22,Client1,2528.75,Credit Card,No
2025-02-05 8:46,Bank10,Client38,Client35,2000.62,ACH,No
2025-02-05 8:49,Bank2,Client10,Client19,2126.94,ACH,No
2025-02-05 8:49,Bank5,Client23,Client37,2298.49,ACH,No
2025-02-05 8:50,Bank7,Client13,Client18,1986.59,Wire Transfer,No
2025-02-05 8:50,Bank2,Client12,Client9,2040.13,Crypto,Yes
2025-02-05 8:50,Bank6,Client3,Client8,2517.91,Wire Transfer,No
2025-02-05 8:50,Bank7,Client4,Client19,1530.99,ACH,No
2025-02-05 8:57,Bank5,Client10,Client38,2102.5,Check,No
2025-02-05 8:57,Bank8,Client7,Client12,2094.12,Credit Card,No
2025-02-05 8:58,Bank10,Client10,Client8,1728.07,Credit Card,No
2025-02-05 8:59,Bank8,Client25,Client24,1880.54,Crypto,No
2025-02-05 9:00,Bank5,Client13,Client27,1550.13,Check,No
2025-02-05 9:03,Bank3,Client10,Client15,2391.75,Wire Transfer,No
2025-02-05 9:03,Bank3,Client32,Client28,1993.8,Crypto,No
2025-02-05 9:10,Bank4,Client14,Client29,1784.7,Credit Card,No
2025-02-05 9:10,Bank7,Client39,Client31,2685.25,Wire Transfer,No
2025-02-05 9:12,Bank9,Client4,Client36,1517.77,Credit Card,No
2025-02-05 9:12,Bank10,Client39,Client4,2547.99,Crypto,No
2025-02-05 9:13,Bank3,Client40,Client32,2027.56,Crypto,No
2025-02-05 9:18,Bank8,Client4,Client8,1782.46,Crypto,No
