Timestamp,FromBank,FromAccount,ToAccount,Amount,PaymentType,Suspicious
2025-02-04 1:36,Bank7,Client21,Client12,2165.38,Credit Card,No
2025-02-04 1:36,Bank3,Client28,Client37,1742.59,Check,No
2025-02-04 1:38,Bank3,Client23,Client10,2153.34,Crypto,No
2025-02-04 1:38,Bank1,Client18,Client9,1797.3,Wire Transfer,No
2025-02-04 1:39,Bank1,Client3,Client12,1748.42,Credit Card,Yes
2025-02-04 1:40,Bank7,Client21,Client23,2052.45,Wire Transfer,No
2025-02-04 1:40,Bank9,Client25,Client34,1920.28,Check,No
2025-02-04 1:41,Bank9,Client13,Client31,2358.04,ACH,No
2025-02-04 1:42,Bank10,Client38,Client15,1865.69,ACH,No
2025-02-04 1:45,Bank9,Client31,Client28,2135.76,Crypto,No
2025-02-04 1:45,Bank8,Client10,Client20,1888.82,Check,No
2025-02-04 1:46,Bank5,Client21,Client5,2237.14,Check,No
2025-02-04 1:50,Bank5,Client4,Client33,1911.1,Credit Card,No
2025-02-04 1:51,Bank6,Client13,Client33,1879.87,Check,No
2025-02-04 1:53,Bank5,Client21,Client2,1613.06,Wire Transfer,No
2025-02-04 1:54,Bank1,Client19,Client12,2317.89,Crypto,No
2025-02-04 1:54,Bank4,Client17,Client1,1988.6,Crypto,No
2025-02-04 1:57,Bank1,Client18,Client5,1517.11,Crypto,No
2025-02-04 1:57,Bank2,Client21,Client20,2353.37,Credit Card,No
2025-02-04 1:59,Bank3,Client10,Client5,2104.66,Credit Card,No
2025-02-04 2:00,Bank3,Client12,Client9,1999.07,Crypto,Yes
2025-02-04 2:00,Bank3,Client4,Client19,2149.44,Wire Transfer,No
2025-02-04 2:01,Bank8,Client13,Client30,2322.98,Wire Transfer,No
2025-02-04 2:01,Bank9,Client10,Client29,2047.6,Check,No
2025-02-04 2:04,Bank3,Client16,Client2,1798.51,Crypto,No
2025-02-04 2:04,Bank8,Client13,Client6,1713.28,Crypto,No
2025-02-04 2:07,Bank10,Client4,Client32,1679.3,Credit Card,No
2025-02-04 2:08,Bank1,Client4,Client19,1862.91,Check,No
2025-02-04 2:09,Bank2,Client40,Client9,2174.81,Crypto,Yes
2025-02-04 2:11,Bank1,Client15,Client21,2828.31,Wire Transfer,No
2025-02-04 2:11,Bank3,Client4,Client34,2163.89,Crypto,No
2025-02-04 2:13,Bank3,Client32,Client12,2051.01,Check,No
2025-02-04 2:14,Bank10,Client4,Client25,1463.99,Wire Transfer,No
2025-02-04 2:16,Bank6,Client10,Client32,1808.69,Credit Card,No
2025-02-04 2:16,Bank3,Client16,Client9,1650.31,Crypto,Yes
2025-02-04 2:16,Bank4,Client4,Client12,1911.18,Check,No
2025-02-04 2:18,Bank3,Client26,Client39,1767.8,Wire Transfer,No
2025-02-04 2:18,Bank7,Client9,Client8,1948.15,Wire Transfer,Yes
2025-02-04 2:19,Bank4,Client34,Client23,2358.4,Check,No
2025-02-04 2:20,Bank5,Client4,Client12,1684,Check,No
2025-02-04 2:22,Bank8,Client13,Client18,2061.2,Check,No
2025-02-04 2:23,Bank9,Client4,Client3,1710.77,Check,Yes
2025-02-04 2:23,Bank9,Client13,Client21,1862.61,Check,No
2025-02-04 2:24,Bank3,Client13,Client14,1947.11,Crypto,No
2025-02-04 2:28,Bank4,Client27,Client23,2606.29,ACH,No
2025-02-04 2:30,Bank5,Client27,Client14,2188.69,Credit Card,No
2025-02-04 2:31,Bank9,Client4,Client29,1939.47,ACH,No
2025-02-04 2:31,Bank5,Client16,Client18,1403.95,Wire Transfer,No
2025-02-04 2:34,Bank1,Client3,Client9,2180.24,Crypto,Yes
2025-02-04 2:37,Bank10,Client4,Client28,1738.82,Crypto,No
2025-02-04 2:39,Bank5,Client4,Client8,2140.28,ACH,No
2025-02-04 2:39,Bank9,Client22,Client11,1791.94,ACH,No
2025-02-04 2:41,Bank4,Client10,Client17,1893.22,ACH,No
2025-02-04 2:43,Bank7,Client10,Client8,2474.33,Wire Transfer,No
2025-02-04 2:49,Bank3,Client4,Client8,2581.71,Crypto,No
2025-02-04 2:54,Bank4,Client10,Client2,1796.41,ACH,No
2025-02-04 2:54,Bank8,Client37,Client28,1681.09,Crypto,No
2025-02-04 2:59,Bank2,Client14,Client10,1955.66,Credit Card,No
2025-02-04 2:59,Bank3,Client10,Client31,1597.15,Credit Card,No
2025-02-04 3:02,Bank1,Client13,Client26,2173.98,Check,No
2025-02-04 3:03,Bank2,Client34,Client25,1876.71,ACH,No
2025-02-04 3:05,Bank2,Client13,Client27,2532.88,ACH,No
2025-02-04 3:05,Bank9,Client10,Client37,2089.59,Check,No
2025-02-04 3:06,Bank1,Client4,Client29,1728.73,ACH,No
2025-02-04 3:08,Bank9,Client17,Client3,1972.66,Crypto,No
2025-02-04 3:08,Bank3,Client8,Client18,1966.94,Wire Transfer,No
2025-02-04 3:10,Bank5,Client4,Client21,1820.53,Wire Transfer,No
2025-02-04 3:10,Bank5,Client37,Client20,2349.66,Crypto,No
2025-02-04 3:11,Bank7,Client39,Client23,2074.84,Wire Transfer,No
2025-02-04 3:11,Bank1,Client10,Client13,1950.26,Check,No
2025-02-04 3:12,Bank9,Client33,Client28,2222,Wire Transfer,No
2025-02-04 3:12,Bank8,Client32,Client37,1931.45,Wire Transfer,No
2025-02-04 3:12,Bank6,Client29,Client28,1756.6,Credit Card,No
2025-02-04 3:12,Bank10,Client13,Client38,2655.2,Wire Transfer,No
2025-02-04 3:15,Bank9,Client21,Client9,1837.45,Crypto,Yes
2025-02-04 3:18,Bank10,Client4,Client6,1901.71,Wire Transfer,No
2025-02-04 3:21,Bank2,Client10,Client26,2162.37,Check,No
2025-02-04 3:24,Bank2,Client10,Client15,2075.6,Credit Card,No
2025-02-04 3:24,Bank6,Client4,Client19,2512.83,Crypto,No
2025-02-04 3:25,Bank3,Client13,Client16,2035.57,Crypto,No
2025-02-04 3:28,Bank1,Client24,Client25,1690.19,Crypto,No
2025-02-04 3:28,Bank8,Client19,Client34,2345.74,ACH,No
2025-02-04 3:29,Bank10,Client4,Client15,2195.91,Wire Transfer,No
2025-02-04 3:30,Bank10,Client21,Client1,1625.98,Credit Card,No
2025-02-04 3:31,Bank10,Client39,Client21,1659.91,Credit Card,No
2025-02-04 3:32,Bank4,Client4,Client33,2231.24,Crypto,No
2025-02-04 3:32,Bank6,Client31,Client40,2001.87,Credit Card,No
2025-02-04 3:34,Bank5,Client10,Client25,1744.11,Credit Card,No
2025-02-04 3:35,Bank8,Client37,Client14,2422.47,Credit Card,No
2025-02-04 3:38,Bank8,Client21,Client5,1922.04,Crypto,No
2025-02-04 3:40,Bank8,Client36,Client8,1972.6,Wire Transfer,No
2025-02-04 3:40,Bank9,Client23,Client7,1918.82,Wire Transfer,No
2025-02-04 3:42,Bank6,Client21,Client30,1818.1,ACH,No
2025-02-04 3:42,Bank3,Client21,Client40,1658.14,Check,No
2025-02-04 3:42,Bank9,Client21,Client8,2060.53,Crypto,No
2025-02-04 3:47,Bank1,Client10,Client8,1971.15,ACH,No
2025-02-04 3:48,Bank3,Client21,Client15,1640.63,Crypto,No
2025-02-04 3:49,Bank7,Client6,Client29,1993.6,Wire Transfer,No
2025-02-04 3:53,Bank7,Client13,Client30,1595.29,Check,No
2025-02-04 3:56,Bank10,Client28,Client4,2029.78,Crypto,No
2025-02-04 3:56,Bank6,Client38,Client11,1761.76,Crypto,No
2025-02-04 3:57,Bank1,Client10,Client12,2005.23,Check,No
2025-02-04 3:57,Bank5,Client39,Client19,2260.28,Crypto,No
2025-02-04 3:58,Bank9,Client13,Client32,2010.92,Credit Card,No
2025-02-04 3:59,Bank7,Client27,Client29,2392.05,Wire Transfer,No
2025-02-04 4:00,Bank10,Client14,Client35,1931.33,Wire Transfer,No
2025-02-04 4:00,Bank5,Client4,Client16,1972.98,Credit Card,No
2025-02-04 4:04,Bank3,Client13,Client9,2143.38,Crypto,No
2025-02-04 4:04,Bank9,Client16,Client6,2143.26,Credit Card,No
2025-02-04 4:06,Bank5,Client28,Client32,1908.08,Credit Card,No
2025-02-04 4:09,Bank1,Client21,Client22,2077.05,Credit Card,No
2025-02-04 4:09,Bank8,Client10,Client27,1783.72,Wire Transfer,No
2025-02-04 4:13,Bank1,Client4,Client18,2120.3,ACH,No
2025-02-04 4:13,Bank1,Client10,Client5,1871.38,Wire Transfer,No
2025-02-04 4:13,Bank2,Client17,Client40,2367.42,Crypto,No
2025-02-04 4:15,Bank8,Client17,Client6,1923.26,Check,No
2025-02-04 4:16,Bank2,Client13,Client23,2683.03,Check,No
2025-02-04 4:16,Bank2,Client21,Client39,2087.39,Wire Transfer,No
2025-02-04 4:19,Bank4,Client4,Client14,1578.14,Check,No
2025-02-04 4:20,Bank9,Client36,Client21,1825.7,Crypto,No
2025-02-04 4:26,Bank4,Client21,Client28,1511.08,Credit Card,No
2025-02-04 4:28,Bank6,Client4,Client26,2368.72,Credit Card,No
2025-02-04 4:29,Bank7,Client25,Client29,2053.58,Crypto,No
2025-02-04 4:31,Bank5,Client5,Client7,1957.56,Check,No
2025-02-04 4:32,Bank6,Client21,Client9,1651.42,ACH,No
2025-02-04 4:35,Bank5,Client4,Client23,2106.1,Crypto,No
2025-02-04 4:37,Bank2,Client4,Client13,2220.06,Check,No
2025-02-04 4:37,Bank1,Client26,Client27,1728.35,Credit Card,No
2025-02-04 4:40,Bank2,Client21,Client37,1984.37,Crypto,No
2025-02-04 4:41,Bank1,Client16,Client30,2449.97,Check,No
2025-02-04 4:44,Bank10,Client21,Client3,1816.34,Crypto,Yes
2025-02-04 4:51,Bank5,Client13,Client30,1313.61,Credit Card,No
2025-02-04 4:52,Bank3,Client4,Client25,1849.51,Crypto,No
2025-02-04 4:54,Bank2,Client10,Client37,2141.41,ACH,No
2025-02-04 4:55,Bank1,Client11,Client21,3192.8,Crypto,No
2025-02-04 4:57,Bank4,Client13,Client26,1517.01,Check,No
2025-02-04 4:59,Bank3,Client10,Client34,1802.95,Wire Transfer,No
2025-02-04 4:59,Bank5,Client4,Client5,2148.99,Crypto,No
2025-02-04 5:00,Bank2,Client13,Client29,2452.54,Credit Card,No
2025-02-04 5:00,Bank5,Client3,Client12,2897.86,Check,Yes
2025-02-04 5:00,Bank8,Client13,Client40,2121.96,Credit Card,No
2025-02-04 5:02,Bank4,Client13,Client8,2148.98,Crypto,No
2025-02-04 5:02,Bank10,Client26,Client38,1608.45,ACH,No
2025-02-04 5:04,Bank1,Client21,Client40,2099.97,ACH,No
2025-02-04 5:08,Bank6,Client4,Client12,2028.3,Check,No
2025-02-04 5:10,Bank3,Client13,Client38,2394.26,Check,No
2025-02-04 5:11,Bank4,Client13,Client35,1400.25,Crypto,No
2025-02-04 5:15,Bank10,Client17,Client34,2211.75,Credit Card,No
2025-02-04 5:16,Bank10,Client9,Client12,2380.27,Check,Yes
2025-02-04 5:17,Bank3,Client11,Client18,2122.09,ACH,No
2025-02-04 5:19,Bank7,Client37,Client27,1992.14,ACH,No
2025-02-04 5:22,Bank9,Client11,Client14,1976.42,Credit Card,No
2025-02-04 5:29,Bank3,Client23,Client25,2197.51,ACH,No
2025-02-04 5:30,Bank9,Client21,Client28,1843.08,Credit Card,No
2025-02-04 5:31,Bank4,Client7,Client31,2039.76,Wire Transfer,No
2025-02-04 5:32,Bank10,Client36,Client5,1997.73,Credit Card,No
2025-02-04 5:32,Bank1,Client1,Client32,2186.2,Crypto,No
2025-02-04 5:32,Bank9,Client6,Client26,2319.7,Credit Card,No
2025-02-04 5:33,Bank2,Client10,Client35,2049.26,Credit Card,No
2025-02-04 5:34,Bank3,Client21,Client30,2661.62,ACH,No
2025-02-04 5:34,Bank8,Client22,Client24,1724.22,Check,No
2025-02-04 5:34,Bank4,Client3,Client31,2361.23,Crypto,Yes
2025-02-04 5:36,Bank3,Client19,Client18,2371.05,Check,No
2025-02-04 5:40,Bank8,Client9,Client16,1917.47,Wire Transfer,No
2025-02-04 5:41,Bank6,Client13,Client4,2421.61,ACH,No
2025-02-04 5:46,Bank3,Client11,Client37,2093.3,ACH,No
2025-02-04 5:47,Bank2,Client39,Client36,2095,Check,No
2025-02-04 5:49,Bank4,Client10,Client36,1631.18,Wire Transfer,No
2025-02-04 5:50,Bank4,Client10,Client1,2209.79,Crypto,No
2025-02-04 5:51,Bank7,Client4,Client3,1891.21,Crypto,No
2025-02-04 5:53,Bank1,Client14,Client32,1851.27,Wire Transfer,No
2025-02-04 5:53,Bank2,Client39,Client1,1615.96,Crypto,No
2025-02-04 5:54,Bank10,Client34,Client27,2115.44,Crypto,No
2025-02-04 5:55,Bank4,Client28,Client14,1873.19,Credit Card,No
2025-02-04 5:57,Bank9,Client35,Client19,1924.25,Wire Transfer,No
2025-02-04 5:57,Bank8,Client26,Client13,1509.53,Crypto,No
2025-02-04 5:58,Bank6,Client35,Client19,2149.28,Crypto,No
2025-02-04 6:00,Bank6,Client9,Client16,1813.95,Wire Transfer,No
2025-02-04 6:00,Bank2,Client17,Client7,1797.59,ACH,No
2025-02-04 6:01,Bank6,Client21,Client11,1471.23,ACH,No
2025-02-04 6:02,Bank9,Client19,Client7,2129.36,Crypto,No
2025-02-04 6:02,Bank5,Client33,Client28,2062.53,Check,No
2025-02-04 6:03,Bank3,Client35,Client31,1647.22,ACH,No
2025-02-04 6:05,Bank2,Client10,Client3,2579.34,Credit Card,No
2025-02-04 6:08,Bank5,Client4,Client16,2269.98,Check,No
2025-02-04 6:11,Bank1,Client10,Client20,1122.94,Check,No
2025-02-04 6:13,Bank4,Client7,Client9,1396.42,Crypto,No
2025-02-04 6:13,Bank10,Client10,Client17,1851.05,Crypto,No
2025-02-04 6:14,Bank1,Client13,Client11,1551.25,Check,No
2025-02-04 6:17,Bank1,Client10,Client22,2239.7,Crypto,No
2025-02-04 6:18,Bank7,Client22,Client5,2351.03,Check,No
2025-02-04 6:18,Bank9,Client21,Client2,1570.89,Check,No
2025-02-04 6:20,Bank9,Client20,Client21,1795.94,Credit Card,No
2025-02-04 6:22,Bank2,Client29,Client32,1886.76,Wire Transfer,No
2025-02-04 6:27,Bank7,Client1,Client31,2120.39,Check,No
2025-02-04 6:28,Bank1,Client13,Client26,2046.72,Check,No
2025-02-04 6:29,Bank1,Client4,Client5,2236.07,Crypto,No
2025-02-04 6:29,Bank3,Client1,Client19,2067.61,Credit Card,No
2025-02-04 6:30,Bank7,Client13,Client14,2245.98,ACH,No
2025-02-04 6:33,Bank10,Client39,Client21,2010.94,Wire Transfer,No
2025-02-04 6:33,Bank7,Client29,Client9,2245.55,Check,No
2025-02-04 6:34,Bank10,Client4,Client3,1784.25,ACH,No
2025-02-04 6:37,Bank9,Client27,Client29,1726.08,Check,No
2025-02-04 6:38,Bank1,Client4,Client22,2553.78,ACH,No
2025-02-04 6:39,Bank3,Client20,Client28,1887.31,Credit Card,No
2025-02-04 6:41,Bank2,Client13,Client36,2090.93,ACH,No
2025-02-04 6:41,Bank4,Client10,Client13,1950.18,Credit Card,No
2025-02-04 6:41,Bank7,Client10,Client2,2006.29,Crypto,No
2025-02-04 6:42,Bank10,Client30,Client14,2227.42,Check,No
2025-02-04 6:42,Bank9,Client21,Client14,1670.74,Wire Transfer,No
2025-02-04 6:44,Bank3,Client29,Client32,2224.79,Wire Transfer,No
2025-02-04 6:48,Bank2,Client21,Client4,2067.52,Credit Card,No
2025-02-04 6:50,Bank3,Client10,Client18,2010.92,Crypto,No
2025-02-04 6:50,Bank8,Client13,Client3,2510.92,Credit Card,No
2025-02-04 6:51,Bank4,Client10,Client9,2332.57,Check,No
2025-02-04 6:51,Bank6,Client26,Client29,2264.19,ACH,No
2025-02-04 6:52,Bank6,Client4,Client5,2385.43,ACH,No
2025-02-04 6:53,Bank4,Client4,Client29,2084.1,ACH,No
2025-02-04 6:53,Bank9,Client4,Client5,2192.78,Check,No
2025-02-04 6:54,Bank5,Client10,Client37,1809.85,Check,No
2025-02-04 6:54,Bank8,Client4,Client2,2218.5,Crypto,No
2025-02-04 6:54,Bank4,Client31,Client23,2494.91,Credit Card,No
2025-02-04 6:58,Bank3,Client25,Client28,2733.58,Check,No
2025-02-04 7:01,Bank9,Client21,Client11,1956.71,ACH,No
2025-02-04 7:03,Bank9,Client4,Client21,2138.17,Credit Card,No
2025-02-04 7:05,Bank7,Client8,Client20,2018.15,Check,No
2025-02-04 7:05,Bank5,Client21,Client20,2049.92,Crypto,No
2025-02-04 7:10,Bank3,Client2,Client3,1495.09,Credit Card,No
2025-02-04 7:10,Bank9,Client19,Client7,2321.7,Crypto,No
2025-02-04 7:10,Bank3,Client38,Client12,1649.29,Credit Card,No
2025-02-04 7:11,Bank3,Client37,Client36,2087.61,Crypto,No
2025-02-04 7:11,Bank9,Client33,Client34,1818.71,Wire Transfer,No
2025-02-04 7:11,Bank8,Client32,Client16,1948.93,Credit Card,No
2025-02-04 7:12,Bank1,Client21,Client25,1788,Wire Transfer,No
2025-02-04 7:13,Bank7,Client13,Client24,1269.68,ACH,No
2025-02-04 7:14,Bank3,Client39,Client13,1547.8,Wire Transfer,No
2025-02-04 7:15,Bank8,Client4,Client10,1590.19,Crypto,No
2025-02-04 7:18,Bank1,Client35,Client23,2040.73,Wire Transfer,No
2025-02-04 7:18,Bank2,Client17,Client19,1581.21,ACH,No
2025-02-04 7:19,Bank4,Client4,Client25,2334.36,Wire Transfer,No
2025-02-04 7:24,Bank4,Client13,Client5,2313.26,Wire Transfer,No
2025-02-04 7:26,Bank8,Client20,Client6,1766.69,Check,No
2025-02-04 7:27,Bank10,Client4,Client31,1764.74,Credit Card,No
2025-02-04 7:28,Bank5,Client4,Client19,2418.41,Credit Card,No
2025-02-04 7:29,Bank10,Client21,Client36,1984.66,ACH,No
2025-02-04 7:30,Bank5,Client21,Client2,1857.63,Crypto,No
2025-02-04 7:31,Bank3,Client21,Client40,1374.21,ACH,No
2025-02-04 7:36,Bank3,Client31,Client2,2057.75,Credit Card,No
2025-02-04 7:37,Bank9,Client4,Client18,2501.74,Wire Transfer,No
2025-02-04 7:39,Bank7,Client4,Client18,1890.61,Wire Transfer,No
2025-02-04 7:39,Bank2,Client4,Client7,2337.14,Credit Card,No
2025-02-04 7:41,Bank8,Client7,Client19,1765.51,Wire Transfer,No
2025-02-04 7:43,Bank2,Client25,Client37,2202.56,Credit Card,No
2025-02-04 7:43,Bank7,Client10,Client12,1849.27,ACH,No
2025-02-04 7:44,Bank1,Client21,Client35,1783.13,Wire Transfer,No
2025-02-04 7:44,Bank8,Client21,Client30,1945.35,Check,No
2025-02-04 7:45,Bank2,Client21,Client16,2540.26,Credit Card,No
2025-02-04 7:45,Bank4,Client13,Client12,2020.37,Wire Transfer,No
2025-02-04 7:51,Bank2,Client6,Client3,2301.18,Credit Card,No
2025-02-04 7:51,Bank10,Client10,Client28,1545.04,Credit Card,No
2025-02-04 7:53,Bank4,Client17,Client3,1836.16,Wire Transfer,No
2025-02-04 7:53,Bank3,Client13,Client36,1732.93,Credit Card,No
2025-02-04 7:56,Bank10,Client10,Client1,1107.86,Credit Card,No
2025-02-04 7:57,Bank3,Client15,Client39,1940.67,Check,No
2025-02-04 7:57,Bank10,Client34,Client31,2076.19,Crypto,No
2025-02-04 7:59,Bank3,Client35,Client22,2292.62,Credit Card,No
2025-02-04 8:00,Bank4,Client23,Client6,1518.03,Crypto,No
2025-02-04 8:00,Bank9,Client4,Client17,918.95,Credit Card,No
2025-02-04 8:01,Bank3,Client24,Client6,1549.76,Credit Card,No
2025-02-04 8:02,Bank2,Client13,Client6,2561.15,Wire Transfer,No
2025-02-04 8:02,Bank5,Client25,Client3,1848.14,Credit Card,No
2025-02-04 8:05,Bank7,Client29,Client2,1833.39,Wire Transfer,No
2025-02-04 8:08,Bank6,Client10,Client6,1671.32,ACH,No
2025-02-04 8:09,Bank4,Client13,Client4,2431.17,Check,No
2025-02-04 8:10,Bank9,Client10,Client3,1505.67,Crypto,No
2025-02-04 8:10,Bank3,Client14,Client16,2341.91,Crypto,No
2025-02-04 8:11,Bank7,Client2,Client19,1996.8,Crypto,No
2025-02-04 8:13,Bank8,Client7,Client21,2530.69,Crypto,No
2025-02-04 8:22,Bank1,Client27,Client9,2206.44,Crypto,No
2025-02-04 8:23,Bank3,Client37,Client20,2206.31,Wire Transfer,No
2025-02-04 8:23,Bank4,Client2,Client29,1564.73,Wire Transfer,No
2025-02-04 8:24,Bank6,Client25,Client20,2098.35,Credit Card,No
2025-02-04 8:25,Bank2,Client10,Client31,1879.26,Wire Transfer,No
2025-02-04 8:25,Bank3,Client10,Client29,1538.36,Crypto,No
2025-02-04 8:28,Bank5,Client4,Client2,2057.91,Check,No
2025-02-04 8:31,Bank7,Client10,Client32,1925.92,Wire Transfer,No
2025-02-04 8:31,Bank1,Client40,Client22,1315.14,ACH,No
2025-02-04 8:32,Bank4,Client10,Client24,2041.41,ACH,No
2025-02-04 8:32,Bank1,Client16,Client32,1697.96,Check,No
2025-02-04 8:33,Bank9,Client21,Client27,2489.1,Credit Card,No
2025-02-04 8:35,Bank2,Client13,Client8,1745.01,Crypto,No
2025-02-04 8:35,Bank1,Client30,Client35,1940.95,Check,No
2025-02-04 8:35,Bank2,Client13,Client35,2729.87,Credit Card,No
2025-02-04 8:37,Bank9,Client17,Client28,2359.33,Check,No
2025-02-04 8:37,Bank4,Client38,Client37,2035.38,Check,No
2025-02-04 8:37,Bank9,Client21,Client1,2275.48,ACH,No
2025-02-04 8:39,Bank5,Client4,Client38,1779.2,Credit Card,No
2025-02-04 8:39,Bank5,Client28,Client38,1682.72,Crypto,No
2025-02-04 8:40,Bank5,Client4,Client23,1727.51,Wire Transfer,No
2025-02-04 8:40,Bank3,Client35,Client9,1568.8,Credit Card,No
2025-02-04 8:44,Bank10,Client36,Client14,2307.72,Crypto,No
2025-02-04 8:45,Bank7,Client21,Client39,2469.54,Credit Card,No
2025-02-04 8:45,Bank9,Client13,Client2,2241.38,Crypto,No
2025-02-04 8:46,Bank5,Client13,Client7,1575.56,ACH,No
2025-02-04 8:47,Bank10,Client21,Client40,2111.45,Check,No
2025-02-04 8:47,Bank6,Client37,Client40,1942.42,Credit Card,No
2025-02-04 8:54,Bank10,Client4,Client30,2237.58,Wire Transfer,No
2025-02-04 8:57,Bank8,Client38,Client10,1953.68,Crypto,No
2025-02-04 8:57,Bank6,Client27,Client26,1942.38,ACH,No
2025-02-04 8:58,Bank6,Client39,Client21,2011.74,Crypto,No
2025-02-04 8:58,Bank2,Client15,Client7,1956,Wire Transfer,No
2025-02-04 9:01,Bank2,Client25,Client21,2231.94,Wire Transfer,No
2025-02-04 9:02,Bank1,Client10,Client34,1947.47,Wire Transfer,No
2025-02-04 9:02,Bank1,Client21,Client23,2088.71,Check,No
2025-02-04 9:05,Bank2,Client20,Client15,1614.7,ACH,No
2025-02-04 9:05,Bank6,Client32,Client34,1749.62,ACH,No
